
37.505017	126.953967	0	후문
37.504900	126.954283	1	아트센터 앞
37.504650	126.954750	2	대학원 앞
37.504517	126.955100	3	310 가는길
37.504233	126.955683	4	법학관 앞 계단 시작
37.504200	126.956183	5	법학관 앞 계단 끝
37.504091	126.956246	6	310 지하 3층 앞 , 310관 풋프린트
37.503805	126.956903	7	제2공 후문
37.503798	126.957290	8	제2공 흡연장
37.503333	126.957300	9	제2공 정문
